3940|588|257|1840
3950|586|301|1854
3960|596|261|1945
3970|565|262|1993
3980|563|259|1881
3990|598|261|1891
4000|606|262|1954
4010|606|261|1917
4020|603|265|1953
4030|21290|273|1961
4040|576|261|17032
4050|595|276|1981
4060|574|262|2112
4070|590|281|1999
4080|584|268|2009
4090|722|266|2029
4100|593|268|2008
4110|595|265|2125
4120|600|273|2028
4130|600|268|2035
4140|735|271|2069
4150|603|270|2059
4160|606|274|2186
4170|613|273|2079
4180|608|274|2092
4190|726|278|2120
4200|611|272|2112
4210|617|274|2131
4220|615|280|2131
4230|615|278|2150
4240|666|276|2152
4250|621|276|2167
4260|617|286|2175
4270|622|280|2187
4280|620|279|2220
4290|625|278|2210
4300|624|283|2216
4310|684|280|2224
4320|634|283|2231
4330|630|287|2294
4340|629|282|2250
4350|633|289|2295
4360|635|282|2271
4370|636|291|2365
4380|639|322|2328
4390|648|297|2303
4400|667|284|2303
4410|648|286|2388
4420|697|297|2404
4430|643|290|2373
4440|644|289|2416
4450|647|325|2378
4460|648|318|2493
4470|652|293|2448
4480|650|299|2422
4490|651|293|2393
4500|655|294|2455
4510|658|298|2417
4520|654|297|2425
4530|669|301|2438
4540|659|299|2479
4550|663|303|2510
4560|668|303|2472
4570|669|300|2492
4580|665|300|2492
4590|716|300|2516
4600|666|307|2515
4610|669|304|2544
4620|678|303|2538
4630|684|300|2580
4640|673|306|2557
4650|679|308|2597
4660|680|306|2578
4670|678|321|2594
4680|684|312|2610
4690|686|312|2612
4700|735|315|2646
4710|719|314|2637
4720|689|314|2702
4730|739|313|2687
4740|693|314|2740
4750|715|316|2737
4760|727|336|2710
4770|695|334|2789
4780|696|318|2785
4790|694|319|2900
4800|700|317|2765
4810|701|317|2872
4820|701|317|2824
4830|704|320|2809
4840|703|325|2786
4850|707|324|2828
4860|707|356|2806
4870|708|323|2849
4880|710|322|2824
4890|711|320|2869
4900|726|327|2850
4910|714|333|2882
4920|714|329|2869
4930|794|326|2917
4940|722|330|2897
4950|723|330|2907
4960|723|329|2956
4970|725|330|2983
4980|725|324|2947
4990|728|334|2960
5000|732|331|2992
5010|742|336|3053
5020|732|341|2998
5030|740|337|3054
5040|735|332|3938
5050|738|333|3042
5060|740|335|3441
5070|991|366|4119
5080|779|341|3119
5090|788|335|3120
5100|771|341|3210
5110|745|340|3184
5120|745|339|3122
5130|751|338|3236
5140|750|354|3160
5150|754|344|5051
5160|776|575|3330
5170|759|348|3179
5180|757|350|3222
5190|756|347|3227
5200|779|350|3221
5210|762|341|3258
5220|761|344|3247
5230|764|361|3299
5240|763|347|3277
5250|765|403|3381
5260|799|365|3350
5270|770|355|3314
5280|769|343|3350
5290|842|346|3402
5300|840|358|3381
5310|772|357|3392
5320|781|355|3383
5330|786|354|3455
5340|786|378|3439
5350|847|353|3449
5360|828|359|3550
5370|784|391|3476
5380|815|420|3492
5390|832|360|3500
5400|794|358|3535
5410|791|368|3525
5420|801|373|3662
5430|798|362|3594
5440|877|400|3736
5450|805|364|3626
5460|880|391|3602
5470|892|396|3673
5480|819|365|3608
5490|803|362|3603
5500|802|362|3633
5510|808|366|3648
5520|811|368|3635
5530|809|369|3709
5540|827|362|3704
5550|848|376|3689
5560|810|374|3786
5570|819|372|3755
5580|817|374|3765
5590|844|376|3816
5600|821|374|3822
5610|862|382|3810
5620|826|374|3844
5630|821|380|3789
5640|826|372|3795
5650|830|373|3901
5660|835|390|3820
5670|828|378|3828
5680|830|388|4051
5690|835|380|3858
5700|837|382|4636
5710|838|380|3886
5720|839|381|3906
5730|840|380|3949
5740|839|398|3938
5750|845|385|3948
5760|847|385|4005
5770|849|380|4012
5780|906|393|4035
5790|6841|426|4011
5800|854|389|9560
5810|1102|389|4379
5820|973|605|4191
5830|857|394|4100
5840|860|392|4463
5850|887|424|4148
5860|890|421|4625
5870|888|424|4179
5880|900|425|4183
5890|890|487|4136
5900|887|406|4150
5910|887|399|4206
5920|887|409|4176
5930|887|408|4184
5940|887|409|4705
5950|897|408|4224
5960|890|410|4314
5970|910|404|4246
5980|880|403|4253
5990|880|399|4345
6000|881|432|4346
6010|886|406|4351
6020|906|406|4406
6030|915|407|4358
6040|885|409|4368
6050|903|410|4378
6060|896|406|4379
6070|896|420|4410
6080|901|412|4426
6090|895|405|4443
6100|906|407|4454
6110|918|408|4452
6120|899|411|4558
6130|906|415|4500
6140|903|411|4493
6150|906|446|4514
6160|908|416|4569
6170|911|411|18649
6180|916|416|4612
6190|1019|506|4762
6200|1089|461|4686
6210|965|426|4680
6220|963|421|4727
6230|942|434|4645
6240|960|431|4659
6250|1027|444|4676
6260|939|438|4694
6270|961|429|4799
6280|924|423|4709
6290|925|420|4719
6300|1113|424|4763
6310|927|422|4754
6320|927|421|4999
6330|936|425|4780
6340|932|427|4882
6350|933|448|4873
6360|935|433|4820
6370|1238|423|4836
6380|977|424|4881
6390|987|428|4931
6400|941|468|4944
6410|944|459|5044
6420|986|437|4904
6430|945|439|4931
6440|954|469|4933
6450|951|440|4948
6460|951|802|4966
6470|960|428|4983
6480|955|431|5012
6490|957|434|5005
6500|958|435|5146
6510|958|467|5051
6520|963|446|5059
6530|1034|445|5180
6540|972|566|5167
6550|1366|451|5112
6560|968|443|5222
6570|990|482|5325
6580|971|441|5314
6590|999|447|5324
6600|992|446|5254
6610|974|494|5259
6620|973|449|5233
6630|978|455|5566
6640|977|447|5265
6650|982|453|5310
6660|983|459|5295
6670|983|449|5309
6680|1102|450|5325
6690|984|488|5347
6700|991|477|5456
6710|993|478|5442
6720|1022|442|5714
6730|991|452|5402
6740|1042|455|5692
6750|1026|458|5466
6760|1040|456|5575
6770|1034|453|5495
6780|1042|449|5532
6790|1002|455|5532
6800|1008|454|6307
6810|1005|543|5539
6820|1010|464|6610
6830|1007|466|5571
6840|1012|463|5668
6850|1101|490|5603
6860|1015|468|5648
6870|1012|495|5695
6880|1047|495|5972
6890|1183|467|5670
6900|1019|467|5773
6910|1031|470|5811
6920|1128|492|5839
6930|1048|474|5773
6940|1035|491|5873
6950|1029|462|5793
6960|1027|469|6044
6970|1029|463|5798
6980|1032|470|5887
6990|1033|461|5835
7000|1036|480|5939
7010|1037|479|5871
7020|1039|496|5884
7030|1038|474|5940
7040|1108|784|6009
7050|1094|490|5955
7060|1133|492|6046
7070|1075|489|6030
7080|1104|529|6018
7090|1049|496|6099
7100|1053|476|6127
7110|1077|481|6483
7120|1058|481|6054
7130|1056|487|6116
7140|1098|486|6091
7150|1057|517|6122
7160|1058|489|6128
7170|1064|485|6192
7180|1067|485|6165
7190|1111|521|6815
7200|1106|495|6235
7210|1070|490|6320
7220|1108|504|6274
7230|1232|506|6340
7240|1072|509|6297
7250|1073|555|6374
7260|1121|509|6594
7270|1201|500|6331
7280|1077|515|6366
7290|1081|508|6352
7300|1084|498|6409
7310|1082|533|6443
7320|1093|497|6432
7330|1088|492|6419
7340|1339|516|6472
7350|1131|497|6543
7360|1089|503|6467
7370|1136|500|6572
7380|1115|541|6523
7390|1098|528|6555
7400|1221|512|6640
7410|1155|538|6813
7420|1138|551|6580
7430|1101|505|6803
7440|1112|514|7116
7450|1101|502|6620
7460|1107|546|6783
7470|1106|507|6658
7480|1453|507|6730
7490|1547|508|6806
7500|1142|517|6724
7510|1119|546|6928
7520|1152|539|6798
7530|1120|537|6766
7540|1147|530|6957
7550|1157|519|6868
7560|1120|536|6870
7570|1121|509|6842
7580|1126|512|8572
7590|1161|546|6907
7600|1135|525|6908
7610|1128|518|7105
7620|1132|516|7027
7630|1179|563|7062
7640|1186|524|7007
7650|1152|563|7144
7660|1189|537|7054
7670|1136|532|7067
7680|1165|529|7409
7690|1173|532|7150
7700|1161|577|7144
7710|1145|523|7186
7720|1149|537|7181
7730|1162|524|7183
7740|1152|523|7352
7750|1150|535|7195
7760|1195|531|7271
7770|1156|561|7250
7780|1156|528|7295
7790|1163|533|7310
7800|1157|559|7268
7810|1181|533|7330
7820|1159|535|7345
7830|1195|526|7357
7840|1173|531|7402
7850|1197|540|7364
7860|3906|620|7481
7870|1207|540|7399
7880|1196|529|7400
7890|1178|536|7455
7900|1178|536|7504
7910|1204|570|7574
7920|1183|545|7562
7930|1211|544|7536
7940|1183|541|7613
7950|1219|544|7534
7960|1218|543|7611
7970|1213|545|7663
7980|1195|604|7673
7990|1224|547|7690
8000|1190|552|7638
8010|1196|545|7684
8020|1193|544|7674
8030|1207|586|7776
8040|1241|544|9299
8050|1200|577|7772
8060|1204|550|7801
8070|1214|550|7824
8080|1212|560|7792
8090|1203|593|7851
8100|1370|558|7856
8110|1270|547|7983
8120|1231|567|7896
8130|1513|551|7870
8140|1214|560|7935
8150|1211|588|7927
8160|1292|583|8037
8170|1285|614|8052
8180|1247|550|8000
8190|1395|566|8071
8200|1329|553|8069
8210|1290|605|8120
8220|1310|618|8161
8230|1302|589|8108
8240|1279|594|8118
8250|1588|567|8120
8260|1296|604|8296
8270|1301|567|8188
8280|1277|606|8240
8290|1311|626|8335
8300|1271|600|8368
8310|1308|678|8337
8320|1318|657|8324
8330|1311|605|8633
8340|1331|588|8361
8350|1274|615|8427
8360|1346|605|8532
8370|1320|611|8367
8380|1372|603|8389
8390|1308|614|8514
8400|1316|637|8473
8410|1319|616|8564
8420|1331|585|8693
8430|1357|598|8552
8440|1361|618|8512
8450|1321|790|8630
8460|1345|614|8643
8470|1323|694|9386
8480|1464|587|8836
8490|1455|595|8774
8500|1327|600|8704
8510|1355|595|8730
8520|1370|617|8769
8530|1325|583|8991
8540|1342|710|8809
8550|1365|603|8749
8560|1575|621|8839
8570|1343|653|8817
8580|1372|632|8980
8590|1376|622|8829
8600|1351|674|8822
8610|1347|622|8929
8620|1318|632|9008
8630|1355|652|8972
8640|1369|605|9149
8650|1400|624|9024
8660|1355|741|8989
8670|1358|625|9045
8680|1365|648|9181
8690|1370|593|9646
8700|1350|584|9191
8710|1363|624|9048
8720|1363|647|9172
8730|1373|643|9383
8740|1388|607|9355
8750|1437|590|9267
8760|1380|605|9304
8770|1411|638|9282
8780|1380|625|24171
8790|1414|620|9265
8800|1373|601|9247
8810|1347|599|9327
8820|1352|601|9276
8830|1415|644|9410
8840|1363|620|9495
8850|1440|639|9423
8860|1418|618|9535
8870|1441|615|9369
8880|1381|647|9468
8890|1397|652|9842
8900|1360|610|9592
8910|1578|611|9456
8920|1370|596|9507
8930|1366|609|10808
8940|1416|623|9699
8950|1400|661|9660
8960|1399|627|9733
8970|1506|626|9662
8980|1399|627|9675
8990|1393|631|9722
9000|1377|621|9719
9010|1414|610|9690
9020|1380|621|9714
9030|1374|617|9778
9040|1420|612|9824
9050|1383|656|9788
9060|1410|632|9831
9070|1419|625|9937
9080|1387|636|9848
9090|1393|644|9886
9100|1388|638|10170
9110|1414|648|9939
9120|1390|621|9941
9130|1390|619|9933
9140|1390|630|10024
9150|1420|628|10039
9160|1399|634|10013
9170|1398|621|10109
9180|1411|653|10081
9190|1436|654|10191
9200|1418|633|10154
9210|1431|631|10271
9220|1440|658|10269
9230|1407|652|10199
9240|1411|654|10260
9250|1450|670|10376
9260|1444|642|10206
9270|1413|721|10226
9280|1451|652|10269
9290|1418|631|10552
9300|1419|640|10300
9310|1416|623|10426
9320|1431|637|10351
9330|1423|636|10354
9340|1890|645|10784
9350|1656|866|10739
9360|1463|676|10645
9370|1431|640|10486
9380|1431|632|10789
9390|1478|655|10496
9400|1439|683|10497
9410|1481|641|10523
9420|1437|688|10571
9430|1442|644|10707
9440|1442|644|10739
9450|1486|669|10752
9460|1491|662|10715
9470|1489|663|10640
9480|1714|646|10660
9490|1449|674|10709
9500|1454|653|10793
9510|1452|652|10762
9520|1449|658|10841
9530|1463|661|11153
9540|1508|665|11119
9550|1543|652|11080
9560|1489|711|10884
9570|1459|662|11128
9580|1463|658|18074
9590|1467|658|10906
9600|1477|667|10932
9610|1467|663|11009
9620|1468|671|11132
9630|1512|661|11286
9640|1510|678|11124
9650|1534|655|11355
9660|1512|662|11154
9670|1494|668|11124
9680|1660|662|11208
9690|1477|660|11182
9700|1478|660|11423
9710|1515|685|11509
9720|1674|833|12099
9730|1514|799|11414
9740|1569|671|11940
9750|1522|676|11334
9760|1499|716|11454
9770|1525|722|11381
9780|1499|678|11793
9790|1499|685|11386
9800|1527|679|11509
9810|1574|706|11691
9820|1497|718|11631
9830|1550|679|11950
9840|1571|692|11501
9850|1542|681|11602
9860|1545|712|11564
9870|1548|727|11589
9880|1507|674|11613
9890|1543|720|12069
9900|1576|721|11757
9910|1582|721|11942
9920|1579|743|11804
9930|1551|708|11725
9940|1674|684|11747
9950|1551|709|11790
9960|1521|692|11992
9970|1561|709|11868
9980|1560|684|12037
9990|1572|715|12003
10000|1564|714|12392
10010|1592|755|12032
10020|1567|716|12035
10030|1564|703|12107
10040|1573|703|12198
10050|1614|696|12058
10060|1538|687|13139
10070|1567|742|12172
10080|1580|688|12265
10090|1580|697|12253
10100|1581|694|12212
10110|1543|687|12213
10120|1584|695|12388
10130|1590|739|12253
10140|1594|701|12322
10150|1588|714|12337
10160|1595|709|12829
10170|1617|706|12573
10180|1653|717|12592
10190|1600|748|12406
10200|1615|718|12426
10210|1768|747|12524
10220|1601|714|12473
10230|1624|701|12541
10240|1626|723|12634
10250|1958|714|12662
10260|1727|730|12718
10270|1813|710|12651
10280|1576|702|12628
10290|1617|744|12650
10300|1614|714|12668
10310|1660|707|12693
10320|1623|750|12845
10330|1633|701|12891
10340|1629|756|13121
10350|1633|715|12864
10360|1588|718|12871
10370|1588|712|12893
10380|1646|719|13175
10390|1632|719|12928
10400|1637|716|13286
10410|1861|728|14436
10420|1628|728|13136
10430|1593|763|13057
10440|1600|733|13748
10450|1602|720|13059
10460|1606|715|13113
10470|1625|749|13113
10480|1608|729|13796
10490|1688|734|13298
10500|1674|737|13360
10510|1644|933|13422
10520|1617|721|13382
10530|1652|738|13251
10540|1614|773|13247
10550|1632|723|13312
10560|1930|722|13574
10570|1654|754|13488
10580|1682|760|13489
10590|1688|772|13568
10600|1617|747|13419
10610|1626|731|13489
10620|1630|740|13451
10630|1664|749|13840
10640|1673|737|13583
10650|1654|735|13706
10660|1632|796|13758
10670|1650|765|13704
10680|1674|730|13592
10690|1638|738|13850
10700|1641|776|13629
10710|1751|730|13750
10720|1645|765|14215
10730|1777|974|15229
10740|1682|742|14191
10750|1644|751|13779
10760|1646|741|13904
10770|1661|740|13801
10780|1655|756|14759
10790|1717|759|13965
10800|1803|749|14116
10810|1658|752|14105
10820|1692|741|14099
10830|1724|789|14029
10840|1661|752|14101
10850|1664|762|14179
10860|1694|766|14191
10870|1664|748|14266
10880|1740|765|14171
10890|1675|1050|14240
10900|1703|840|14405
10910|1743|872|14228
10920|1677|754|14519
10930|1672|751|14290
10940|1887|749|14509
10950|1698|805|14365
10960|1681|759|14393
10970|1680|745|14552
10980|1753|760|14509
10990|1758|785|14621
11000|1685|755|14416
11010|1734|768|14649
11020|1727|758|14591
11030|1718|814|16272
11040|1694|1801|15068
11050|1695|922|14598
11060|1736|771|14827
11070|1703|765|14810
11080|1737|774|14761
11090|1726|776|14855
11100|1725|798|14745
11110|1728|769|14811
11120|1732|763|14910
11130|1713|771|15004
11140|1708|780|14741
11150|1712|776|14996
11160|1749|764|14928
11170|1816|1100|14824
11180|1773|774|15074
11190|1749|776|15068
11200|1725|767|15221
11210|1720|769|14942
11220|1728|764|15107
11230|1763|786|15267
11240|1760|802|15111
11250|1732|782|15432
11260|1777|814|15261
11270|1729|783|15221
11280|3696|944|15106
11290|1739|778|15295
11300|1947|790|15395
11310|1804|808|15209
11320|1835|802|15966
11330|2004|1392|15676
11340|1748|817|15308
11350|1794|796|15377
11360|1837|816|15697
11370|1825|827|15557
11380|1798|819|15468
11390|1788|787|15653
11400|1824|823|15645
11410|1824|813|15483
11420|1788|844|15658
11430|1846|841|15817
11440|1846|815|15692
11450|1808|803|15614
11460|1802|787|15825
11470|1836|809|16098
11480|1795|885|15824
11490|1771|785|15823
11500|1828|787|16192
11510|1839|833|15885
11520|1873|806|15900
11530|1837|829|16059
11540|1819|939|15883
11550|1810|841|15891
11560|1806|826|16153
11570|1854|818|16597
11580|1860|805|16110
11590|1853|830|16045
11600|1857|842|18413
11610|1791|845|16136
11620|1809|808|16045
11630|1872|824|16312
11640|1824|822|16161
11650|1859|824|16255
11660|1891|809|16323
11670|1830|803|16262
11680|1800|833|16194
11690|1803|821|16334
11700|1848|814|16388
11710|1845|816|16399
11720|1821|834|16377
11730|1849|842|16417
11740|1822|822|16420
11750|1813|814|16377
11760|1863|840|16533
11770|1883|828|16722
11780|1906|854|16541
11790|1827|851|16838
11800|1883|810|16682
11810|1841|804|16547
11820|1821|848|16993
11830|1865|839|16780
11840|1860|824|16824
11850|1907|855|18581
11860|2014|819|17367
11870|1895|862|16736
11880|1865|827|18201
11890|1940|955|17163
11900|1905|833|16990
11910|1876|879|17294
11920|1879|813|17220
11930|1886|885|16964
11940|1881|847|17090
11950|1838|833|17202
11960|1957|844|17168
11970|1966|871|17442
11980|1911|856|17234
11990|1888|891|17205
12000|1907|829|17087
12010|1893|839|17168
12020|2017|910|17502
12030|1887|845|17237
12040|1927|864|17285
12050|1918|837|17336
12060|1864|847|17375
12070|1877|848|17445
12080|1904|855|17423
12090|1895|851|17465
12100|1893|840|17748
12110|1885|954|18164
12120|1915|871|17463
12130|1878|839|17518
12140|1874|897|17581
12150|1913|889|17808
12160|1911|852|17674
12170|1932|864|17614
12180|1916|844|17738
12190|1883|842|17655
12200|2021|863|17720
12210|1920|850|18068
12220|1918|858|17805
12230|1934|927|18001
12240|1921|862|17976
12250|1891|846|18107
12260|1896|848|17790
12270|1976|844|17804
12280|1894|851|17884
12290|1938|880|18032
12300|1908|856|17974
12310|1934|896|18180
12320|1951|1030|18402
12330|1944|902|18012
12340|1907|901|18279
12350|2098|1012|19897
12360|1962|916|18162
12370|1957|959|18137
12380|1945|898|18284
12390|1966|870|18151
12400|2038|856|18310
12410|2014|888|18695
12420|2007|1060|18424
12430|1964|876|18329
12440|1963|868|18304
12450|1964|874|18382
12460|2149|870|18884
12470|2225|896|18589
12480|1964|869|18585
12490|1967|954|18839
12500|1944|896|25986
12510|2021|899|18640
12520|1967|889|18671
12530|1990|894|18673
12540|1940|860|18600
12550|1942|872|18662
12560|1951|872|18661
12570|1963|880|18673
12580|2049|930|18867
12590|1996|890|18831
12600|1945|876|18817
12610|1949|875|18779
12620|1952|868|18803
12630|1960|885|19252
12640|1978|885|19103
12650|2134|912|18982
12660|1952|865|19003
12670|1967|882|19044
12680|1957|884|18966
12690|1962|890|19519
12700|2062|891|19473
12710|1994|877|19222
12720|1972|890|19095
12730|1971|881|19262
12740|2013|895|19354
12750|2005|899|19408
12760|2007|989|19529
12770|2023|895|19296
12780|1977|887|19395
12790|1978|901|19332
12800|1976|899|19766
12810|1990|886|21155
12820|2179|1003|19535
12830|2010|899|19489
12840|1990|891|19475
12850|1991|900|19492
12860|1991|893|19587
12870|1998|898|19682
12880|2027|904|19832
12890|1991|891|19619
12900|2016|901|19749
12910|2001|909|19673
12920|2010|904|19815
12930|2038|907|19911
12940|2043|907|19888
12950|2000|899|19783
12960|2007|897|19924
12970|2011|895|20045
12980|2018|903|20041
12990|2047|925|20245
13000|2046|914|20079
13010|2014|921|19969
13020|2016|910|20166
13030|2026|937|20315
13040|2056|940|21486
13050|2055|910|20270
13060|2017|924|20387
13070|2022|912|20133
13080|2035|905|20366
13090|2025|912|20460
13100|2027|928|20673
13110|2066|946|20339
13120|2173|913|20294
13130|2039|922|20536
13140|2230|944|20546
13150|2072|947|20641
13160|2131|929|20597
13170|2039|919|20729
13180|2086|933|20561
13190|2078|922|21598
13200|2041|931|20910
13210|2213|959|20756
13220|2053|917|20915
13230|2058|914|20691
13240|2051|923|21150
13250|2906|1188|21621
13260|2139|949|20866
13270|2093|918|20999
13280|2075|916|20911
13290|2063|917|21095
13300|2100|914|21055
13310|2083|926|21202
13320|2076|934|21304
13330|2116|938|21098
13340|2064|927|21431
13350|2065|932|21072
13360|2073|934|21386
13370|2063|945|21392
13380|2120|960|21233
13390|2072|917|21288
13400|2080|933|21332
13410|2076|937|21478
13420|2140|964|21700
13430|2118|935|21385
13440|2081|938|21480
13450|2087|932|21366
13460|2082|950|22780
13470|2126|968|21877
13480|2093|958|21660
13490|2088|933|21811
13500|2093|989|21601
13510|2174|951|21783
13520|2123|948|22004
13530|2136|950|21690
13540|2098|2519|21830
13550|2103|948|21810
13560|2099|942|21881
13570|2128|1101|21752
13580|2109|950|21883
13590|2114|947|22141
13600|2106|953|22006
13610|2106|954|21983
13620|2186|1015|21938
13630|2112|959|22001
13640|2119|951|22308
13650|2138|950|22098
